Location,Carpet Area,Bedroom,Bathroom,Avaliability,Condition(Resale =  0/NewSale = 1),Super Area,Year of Construction,Floor,Flooring,Furnishing,Parking,Swimming Pool,Gymnasium,Power Backup,Jogging Track,Club House,Rain Water Harvesting,Court,Class_Price,Final Price
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Horamavu,880,2,2,Ready To Move,1,1030,2018,2,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 9,4500000
Yelahanka,1005,3,3,Dec-19,0,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 15,7200000
Varthur,1054,2,2,Dec-22,1,1240,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,0,0,Class 13,6373000
Choodasandra,3037,3,3,Ready To Move,0,3037,2015,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 38,19000000
JP Nagar Phase 8,886,2,2,Ready To Move,1,1042,2019,9,Vitrified Tiles,Semi Furnished,1,1,1,1,1,1,1,0,Class 13,6200000
Marathahalli,1700,3,3,Ready To Move,0,1750,2019,3,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,1,1,Class 34,17000000
RajajiNagar,1152,2,2,Ready To Move,0,1440,2016,14,Vitrified Tiles,Fully Furnished,1,1,1,0,0,1,1,1,Class 56,28000000
Harlur,2700,4,4,Ready To Move,0,3200,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 47,23500000
Budigere,4000,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 32,16000000
Bagaluru,751,3,3,Dec-23,1,1043,Under Construction,11,Vitrified Tiles,Not Furnished,0,1,1,0,0,0,0,0,Class 8,3952000
Nagondanahalli,3300,4,4,Ready To Move,0,3589,Under Construction,0,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,0,1,Class 74,37000000
Sarjapur Road,2000,3,3,Ready To Move,0,2000,2018,2,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 28,13900000
Judicial Layout 2nd Phase,517,1,1,Ready To Move,1,517,Under Construction,3,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 7,3329000
Whitefield,3200,4,6,Ready To Move,0,4000,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 86,43000000
JP Nagar,1480,3,2,Ready To Move,0,1575,2011,6,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 22,10800000
Choodasandra,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 38,19000000
Whitefield,1278,3,3,Ready To Move,1,1598,Under Construction,12,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,0,1,Class 21,10500000
Choodasandra,3037,4,4,Ready To Move,0,3037,2017,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 38,19000000
Choodasandra,3037,4,4,Ready To Move,0,3037,2017,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 38,19000000
Off Sarjapur road,3670,3,3,Ready To Move,0,3688,2019,0,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 54,27000000
Bellary Road,6280,4,4,Ready To Move,0,6300,2019,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 108,54000000
Marathahalli,2930,4,4,Ready To Move,0,2935,2019,8,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 53,26500000
Budigere Cross,1147,3,3,Dec-20,1,1350,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,1,Class 11,5400000
Koramangala,1830,3,3,Ready To Move,1,1839,Under Construction,12,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 40,20000000
Off Sarjapur road,4180,4,4,Ready To Move,0,4192,2019,0,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 64,32000000
Kanakapura Road,1210,3,3,Jun-20,1,1423,Under Construction,8,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,1,Class 15,7103000
Horamavu,1270,3,3,Ready To Move,1,1420,2019,1,Vitrified Tiles,Semi Furnished,1,0,1,0,0,1,1,0,Class 13,6500000
Gottigere,1024,2,2,Dec-22,1,1205,Under Construction,16,Vitrified Tiles,Semi Furnished,1,0,0,1,0,1,1,0,Class 13,6326000
Electronic City,1574,3,3,Mar-20,0,2211,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 19,9350000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Choodasandra,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 38,19000000
Choodasandra,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 38,19000000
Thanisandra Road,825,2,2,Oct-21,1,1100,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 12,5848000
Bellandur,1108,2,2,Ready To Move,0,1320,2018,8,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 27,13200000
Doddaballapur Road,1742,3,3,Jan-20,0,1800,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 15,7400000
Doddajala,1000,3,3,Feb-20,0,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 15,7100000
Budigere Road,1742,3,3,Jan-20,0,1800,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,1,1,0,1,1,1,Class 15,7400000
Jalahalli West,898,2,2,Ready To Move,1,958,Under Construction,9,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,1,1,Class 17,8326000
Hoskote,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3420000
Jigani,900,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2070000
K R Puram,1200,3,3,Ready To Move,0,1635,2018,8,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 15,7500000
Hosa Road,900,2,2,Ready To Move,0,1369,2018,6,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 22,11000000
Sarjapur Road,3500,4,4,Ready To Move,0,3508,2019,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 75,37500000
Anekal,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,1,0,1,1,1,0,Class 4,1965000
Kanakapura Road,1097,2,2,Ready To Move,1,1290,2018,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 12,5805000
Kadugodi,800,1,1,Ready To Move,0,800,2015,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,1,0,Class 8,3900000
Whitefield,1509,3,4,Jul-23,1,2033,Under Construction,1,Vitrified Tiles,Not Furnished,1,0,1,1,0,1,1,1,Class 32,16000000
Jigani,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 4,1980000
Bommasandra,862,2,2,Ready To Move,1,1110,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,0,Class 9,4273000
Basavanagudi,1352,2,2,Dec-20,1,1591,Under Construction,9,Vitrified Tiles,Semi Furnished,1,1,0,0,0,0,1,0,Class 35,17500000
Mysore Road,1304,3,3,Jun-21,1,1739,Under Construction,6,Granite,Semi Furnished,0,1,1,0,1,1,1,1,Class 25,12500000
Mysore Road,1417,3,3,Apr-20,1,1590,Under Construction,4,Granite,Semi Furnished,1,1,1,1,1,1,1,1,Class 16,7870000
Soukya Road,1135,2,2,Ready To Move,0,1200,2019,3,Marble Flooring,Semi Furnished,1,1,1,0,0,1,0,0,Class 10,4600000
Varthur,1398,3,3,Dec-20,1,1645,Under Construction,12,Vitrified Tiles,Semi Furnished,1,1,0,1,0,0,1,0,Class 17,8373000
Hennur Road,944,2,2,Ready To Move,1,1180,2019,9,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 14,6800000
Banashankari,1050,3,3,Oct-20,1,1400,Under Construction,4,Granite,Semi Furnished,1,1,1,1,0,1,1,1,Class 14,6900000
Bannerghatta Road,917,2,2,Dec-19,1,1223,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 13,6500000
Aavalahalli,1200,3,3,Mar-20,0,1456,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 11,5500000
Kasavanahalli,1400,3,3,Ready To Move,0,1609,Under Construction,8,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 17,8400000
Bellary Road,900,2,2,Dec-22,1,1200,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 15,7299000
Devanahalli,770,2,2,Ready To Move,1,1027,Under Construction,2,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 9,4500000
Yelahanka,1447,3,3,May-21,1,1930,Under Construction,4,Granite,Semi Furnished,1,1,1,1,1,1,1,1,Class 27,13100000
Bagaluru,801,3,3,Dec-23,1,1068,Under Construction,6,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 9,4400000
Jakkur,3083,4,4,Jun-22,1,3751,Under Construction,9,Granite,Semi Furnished,1,1,1,0,1,1,1,0,Class 89,44500000
Tumkur Road,1155,3,3,Mar-23,1,1541,Under Construction,4,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 17,8200000
Old Airport Road,9000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 252,126000000
Thanisandra Main Road,2358,3,3,Sep-20,1,3144,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 77,38200000
Whitefield,1300,3,3,Dec-19,1,1800,Under Construction,2,Granite,Semi Furnished,1,1,1,1,0,1,1,1,Class 20,9900000
Horamavu,1000,2,2,Ready To Move,1,1200,2019,6,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 17,8500000
Kanaka Nagar,800,2,2,Ready To Move,1,1100,2019,2,Vitrified Tiles,Not Furnished,1,0,1,1,0,0,1,0,Class 10,4950000
Sarjapur Road,940,2,2,Aug-20,1,1304,Under Construction,7,Wooden,Not Furnished,1,1,1,0,1,1,1,1,Class 18,9000000
Hennur Road,850,2,2,Ready To Move,1,1180,2019,5,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 15,7200000
Whitefield Road,1890,3,3,Ready To Move,0,2085,2019,4,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,0,Class 35,17500000
Whitefield,2400,3,4,Ready To Move,0,3000,Under Construction,0,Marbonite,Semi Furnished,1,1,1,0,0,1,0,1,Class 65,32500000
K R Puram,1154,2,2,Dec-21,1,1358,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,0,1,Class 16,7604000
RajajiNagar,2650,3,3,Ready To Move,1,2800,2019,1,Marble Flooring,Not Furnished,1,1,1,1,0,1,1,1,Class 66,33000000
Koti Hosahalli,830,2,2,Jan-24,1,937,2019,5,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 12,5700000
Hennur Road,1160,3,3,Ready To Move,1,1450,2019,9,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 17,8300000
Bagaluru,2400,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4800000
Whitefield,1500,3,3,Ready To Move,1,1740,2019,15,Marble Flooring,Not Furnished,0,1,1,0,1,1,1,1,Class 29,14100000
Hennur Road,827,2,2,Ready To Move,1,973,2019,10,Granite,Semi Furnished,1,1,1,0,0,1,1,1,Class 10,5000000
Whitefield,1100,2,2,Jan-20,0,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 10,4526000
Jakkur,757,2,2,Dec-21,1,1010,Under Construction,2,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 10,4837000
Indiranagar,1636,3,3,Ready To Move,0,2045,Under Construction,0,Marble Flooring,Semi Furnished,1,0,0,0,0,0,0,0,Class 80,40000000
Thanisandra Main Road,873,2,2,Jul-23,1,1165,Under Construction,6,Granite,Semi Furnished,1,1,1,1,1,1,1,1,Class 11,5463000
International Airport Road,1392,3,3,Jan-24,1,1577,Under Construction,8,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 22,11000000
Off Sarjapur road,1070,3,3,Ready To Move,1,1220,2019,1,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,0,0,Class 12,5612000
Bellary Road,3999,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,0,Class 51,25300000
International Airport Road,949,2,2,Jan-24,1,1076,Under Construction,6,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 14,6700000
Marathahalli,1000,2,2,Ready To Move,0,1215,2017,3,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 17,8100000
Thanisandra Main Road,990,2,2,Dec-21,1,1165,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,1,1,1,0,1,Class 13,6500000
Tumkur Road,817,2,2,Jun-22,1,962,Under Construction,6,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 11,5002000
RajajiNagar,1888,4,4,Ready To Move,0,2360,2015,16,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 64,32000000
Mahalakshmi Layout,3100,4,6,Ready To Move,0,3730,Under Construction,9,Marble Flooring,Fully Furnished,1,1,1,0,0,1,1,1,Class 65,32500000
Hebbal,2516,3,3,Dec-20,1,2960,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,1,1,1,0,1,Class 57,28100000
Shettigere,1163,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,1,Class 10,4522000
J.P. Nagar,4462,4,4,Dec-23,1,5249,Under Construction,14,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 122,61000000
Harlur,2700,4,4,Ready To Move,0,3200,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 47,23500000
Whitefield,1200,3,3,Dec-22,1,1625,Under Construction,5,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 19,9500000
Haralur Road,900,2,2,Mar-21,1,1171,Under Construction,2,Vitrified Tiles,Not Furnished,1,1,0,1,0,1,1,1,Class 12,5900000
Varthur,951,3,3,Dec-20,1,1350,2019,2,Vitrified Tiles,Not Furnished,1,0,1,0,0,1,1,0,Class 11,5400000
Kudlu Gate,1365,3,3,Ready To Move,1,1850,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 24,12000000
Yelahanka,2254,4,4,Sep-19,1,3450,Under Construction,4,Vitrified Tiles,Not Furnished,1,0,1,0,1,0,0,1,Class 37,18300000
Bannerghatta Road,1002,2,2,Nov-21,1,1179,Under Construction,6,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 18,9000000
Yelahanka,1880,3,3,Sep-19,1,2798,Under Construction,4,Vitrified Tiles,Not Furnished,1,0,1,0,1,0,0,1,Class 30,14800000
K R Puram,1880,3,3,Ready To Move,1,2350,2019,18,Vitrified Tiles,Not Furnished,1,1,1,1,1,1,1,1,Class 20,9800000
Whitefield,980,3,3,Aug-20,0,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 12,5656000
International Airport Road,1088,3,2,Jan-24,1,1233,Under Construction,7,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 16,7600000
Sarjapur Road,1995,4,5,Ready To Move,1,2423,2017,6,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 37,18500000
Yelahanka,2720,4,4,Mar-20,1,3200,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,1,Class 89,44400000
Harlur,1250,3,3,Dec-20,1,1541,Under Construction,8,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 14,6934000
Harlur,1150,2,3,Dec-20,1,1451,Under Construction,7,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 14,6529000
Harlur,1100,2,3,Dec-20,1,1419,Under Construction,6,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 13,6385000
Chandapura,1574,3,3,Mar-20,0,2162,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 17,8500000
Kanakapura Road,943,2,2,Ready To Move,1,1110,2018,5,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,0,Class 14,6700000
Harlur,1050,2,2,Dec-20,1,1385,Under Construction,5,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 13,6232000
Harlur,975,2,2,Dec-20,1,1269,Under Construction,4,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 12,5710000
Jalahalli West,898,2,2,Ready To Move,1,958,Under Construction,9,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,1,1,Class 17,8326000
Harlur,963,2,2,Dec-20,1,1213,Under Construction,3,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 11,5458000
Harlur,890,2,2,Ready To Move,1,1113,Under Construction,6,Marble Flooring,Semi Furnished,1,1,1,0,0,1,0,1,Class 17,8500000
Harlur,960,2,2,Dec-20,1,1197,Under Construction,2,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 11,5386000
Harlur,950,2,2,Dec-20,1,1171,Under Construction,1,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 11,5269000
Whitefield,1321,3,3,Nov-20,1,1762,Under Construction,3,Granite,Not Furnished,1,1,0,0,0,1,1,1,Class 23,11400000
Hosur Road,968,2,2,Ready To Move,0,1345,2015,25,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 23,11500000
Harlur,877,2,2,Ready To Move,0,977,Under Construction,5,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 14,6800000
Hennur Road,1645,3,3,Ready To Move,0,1945,Under Construction,7,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,1,1,Class 24,12000000
Whitefield,1047,2,2,Nov-20,1,1397,Under Construction,2,Granite,Not Furnished,1,1,0,0,0,1,1,1,Class 19,9206000
Whitefield,1300,3,3,Dec-19,1,1800,Under Construction,2,Granite,Semi Furnished,1,1,1,1,0,1,1,1,Class 20,9900000
New Thippasandra,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 29,14400000
Kanakapura Road,691,2,2,Mar-22,1,987,Under Construction,0,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 12,5700000
Jakkur,1141,3,3,Ready To Move,1,1660,2014,0,Vitrified Tiles,Not Furnished,1,1,1,1,1,1,1,1,Class 20,9600000
Bellandur,3250,4,5,Ready To Move,0,4063,Under Construction,7,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 52,26000000
J.P. Nagar,835,2,2,Ready To Move,0,1030,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 16,7800000
Kudlu Gate,851,2,2,Ready To Move,1,1183,2019,11,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 18,9000000
JP Nagar Phase 9,1077,3,3,Jun-20,1,1267,Under Construction,9,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 12,5828000
Hennur Road,750,2,2,Ready To Move,0,1092,Under Construction,2,Vitrified Tiles,Semi Furnished,1,1,1,0,1,0,1,1,Class 16,8000000
Nagavara,939,2,2,Oct-20,1,1252,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 16,7562000
Hennur Road,873,2,2,Ready To Move,1,1165,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 12,5592000
Haralur Road,843,3,2,Dec-19,0,1240,Under Construction,1,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,1,0,Class 14,6824000
Yelahanka,1975,3,3,Jun-20,1,2634,Under Construction,0,Granite,Semi Furnished,0,1,1,0,1,1,1,1,Class 35,17100000
Choodasandra,770,1,1,Ready To Move,1,920,Under Construction,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 9,4055000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Begur Road,1037,2,2,Ready To Move,1,1220,2019,12,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 13,6500000
Hennur Road,800,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 3,1160000
Harlur,1785,4,2,Ready To Move,1,2231,Under Construction,6,Marble Flooring,Semi Furnished,1,1,1,0,0,1,0,1,Class 36,18000000
Kanakapura Road,1519,3,3,Ready To Move,0,1520,2019,7,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 22,10800000
Whitefield,592,2,2,Jun-20,0,845,Under Construction,0,Mosaic Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 10,4545000
Whitefield,600,2,2,May-20,0,858,Under Construction,0,Mosaic Tiles,Semi Furnished,0,0,1,1,0,1,0,1,Class 10,4552000
Hennur Bagalur Road,2294,4,5,Apr-22,1,2948,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 50,25000000
Arekere,1700,3,3,Ready To Move,0,2065,2018,9,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 29,14500000
Sarjapur Road,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4800000
Whitefield,2400,3,3,Ready To Move,1,2786,2019,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 36,18000000
Aavalahalli,960,2,2,Mar-20,0,1200,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 9,4450000
Subramanyapura,900,2,2,Ready To Move,0,1340,2018,4,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 13,6500000
Hennur Road,680,2,2,Ready To Move,0,975,Under Construction,10,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,0,1,Class 11,5100000
Bannerghatta Road,1500,3,3,Ready To Move,0,1885,2018,8,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 31,15500000
Sarjapur Road,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4800000
Hoskote,2880,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,8600000
Sahakara Nagar,1531,3,2,Ready To Move,1,1914,2018,10,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,0,Class 32,16000000
Sahakara Nagar,900,2,2,Ready To Move,1,1200,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,0,Class 15,7300000
JP Nagar,1260,3,3,Ready To Move,0,1680,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 21,10500000
Yeshwanthpur,2133,4,4,Dec-21,1,3055,Under Construction,2,Vitrified Tiles,Not Furnished,0,1,1,0,1,0,0,1,Class 75,37400000
Sarjapur Road,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4800000
Off Sarjapur road,675,1,1,Ready To Move,1,825,2019,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,0,0,Class 8,3765000
Malleshwaram,1400,2,2,Ready To Move,0,1440,2013,6,Vitrified Tiles,Fully Furnished,1,1,1,1,0,1,1,1,Class 35,17100000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Hennur Road,1485,3,3,Ready To Move,1,1981,Under Construction,3,Granite,Semi Furnished,1,1,1,0,0,1,1,1,Class 22,10800000
Subramanyapura,800,3,3,Ready To Move,0,1278,2018,9,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 13,6300000
Subramanyapura,700,2,2,Ready To Move,0,975,2018,9,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 11,5200000
Mahadevpura,2709,4,5,Ready To Move,1,3613,2019,3,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 47,23500000
Sarjapur Road,1269,3,2,Ready To Move,0,1586,Under Construction,18,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,0,1,Class 23,11100000
Panathur,558,1,1,Mar-21,1,656,Under Construction,7,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 8,3555000
Bellandur,3500,4,5,Ready To Move,0,5950,2016,5,Marble Flooring,Not Furnished,1,1,1,0,0,1,1,1,Class 80,40000000
Hebbal,1224,2,2,Dec-19,1,1440,Under Construction,6,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 1,100000
Devanahalli,1286,3,3,Jul-21,1,1715,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,1,1,1,1,1,Class 17,8214000
Tumkur Road,1242,3,3,Jun-22,1,1657,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 17,8119000
Judicial Layout 2nd Phase,1105,3,3,Dec-21,1,1300,Under Construction,8,Vitrified Tiles,Semi Furnished,1,1,1,1,1,0,1,1,Class 16,8000000
Hennur Road,2673,4,4,Ready To Move,1,3564,Under Construction,0,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 54,27000000
BTM Layout,1106,2,2,Ready To Move,0,1475,2015,14,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 28,14000000
JP Nagar,1666,4,4,Dec-19,1,1960,Under Construction,6,Granite,Semi Furnished,1,1,1,0,1,0,1,0,Class 26,12900000
Hennur Bagalur Road,1635,3,3,Jun-22,1,2180,Under Construction,0,Granite,Semi Furnished,1,1,1,1,0,1,1,1,Class 32,15600000
Bommanahalli,1200,3,3,Ready To Move,1,1515,Under Construction,1,Vitrified Tiles,Not Furnished,1,1,1,0,0,0,1,1,Class 18,8999000
